"text","label"
"The repeated noise and unnecessary comments are irritating me and slowly draining my patience during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Annoyance"
"The repeated noise and unnecessary comments are irritating me and slowly draining my patience at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Annoyance"
"The repeated noise and unnecessary comments are irritating me and slowly draining my patience at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Annoyance"
"The repeated noise and unnecessary comments are irritating me and slowly draining my patience with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Annoyance"
"The repeated noise and unnecessary comments are irritating me and slowly draining my patience at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Annoyance"
"The repeated noise and unnecessary comments are irritating me and slowly draining my patience after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Annoyance"
"The repeated noise and unnecessary comments are irritating me and slowly draining my patience during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Annoyance"
"The repeated noise and unnecessary comments are irritating me and slowly draining my patience this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Annoyance"
"I agree with this approach because it is practical, clear, and improves quality without creating extra chaos today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"I agree with this approach because it is practical, clear, and improves quality without creating extra chaos this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"I agree with this approach because it is practical, clear, and improves quality without creating extra chaos during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"I agree with this approach because it is practical, clear, and improves quality without creating extra chaos at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"I agree with this approach because it is practical, clear, and improves quality without creating extra chaos at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"I agree with this approach because it is practical, clear, and improves quality without creating extra chaos with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"I agree with this approach because it is practical, clear, and improves quality without creating extra chaos at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"I agree with this approach because it is practical, clear, and improves quality without creating extra chaos after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"I agree with this approach because it is practical, clear, and improves quality without creating extra chaos during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"I agree with this approach because it is practical, clear, and improves quality without creating extra chaos this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"This decision is solid and well reasoned, and I fully approve because it balances speed and reliability today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"This decision is solid and well reasoned, and I fully approve because it balances speed and reliability this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"This decision is solid and well reasoned, and I fully approve because it balances speed and reliability during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"This decision is solid and well reasoned, and I fully approve because it balances speed and reliability at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"This decision is solid and well reasoned, and I fully approve because it balances speed and reliability at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"This decision is solid and well reasoned, and I fully approve because it balances speed and reliability with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"This decision is solid and well reasoned, and I fully approve because it balances speed and reliability at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"This decision is solid and well reasoned, and I fully approve because it balances speed and reliability after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"This decision is solid and well reasoned, and I fully approve because it balances speed and reliability during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"This decision is solid and well reasoned, and I fully approve because it balances speed and reliability this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Approval"
"I care about your well being and I want to support you through this difficult phase step by step today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"I care about your well being and I want to support you through this difficult phase step by step this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"I care about your well being and I want to support you through this difficult phase step by step during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"I care about your well being and I want to support you through this difficult phase step by step at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"I care about your well being and I want to support you through this difficult phase step by step at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"I care about your well being and I want to support you through this difficult phase step by step with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"I care about your well being and I want to support you through this difficult phase step by step at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"I care about your well being and I want to support you through this difficult phase step by step after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"I care about your well being and I want to support you through this difficult phase step by step during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"I care about your well being and I want to support you through this difficult phase step by step this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"You matter to me, so I am checking in, listening carefully, and trying to help in every way I can today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"You matter to me, so I am checking in, listening carefully, and trying to help in every way I can this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"You matter to me, so I am checking in, listening carefully, and trying to help in every way I can during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"You matter to me, so I am checking in, listening carefully, and trying to help in every way I can at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"You matter to me, so I am checking in, listening carefully, and trying to help in every way I can at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"You matter to me, so I am checking in, listening carefully, and trying to help in every way I can with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"You matter to me, so I am checking in, listening carefully, and trying to help in every way I can at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"You matter to me, so I am checking in, listening carefully, and trying to help in every way I can after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"You matter to me, so I am checking in, listening carefully, and trying to help in every way I can during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"You matter to me, so I am checking in, listening carefully, and trying to help in every way I can this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Caring"
"I am confused because the instructions conflict with each other and I cannot tell which path is correct today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"I am confused because the instructions conflict with each other and I cannot tell which path is correct this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"I am confused because the instructions conflict with each other and I cannot tell which path is correct during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"I am confused because the instructions conflict with each other and I cannot tell which path is correct at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"I am confused because the instructions conflict with each other and I cannot tell which path is correct at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"I am confused because the instructions conflict with each other and I cannot tell which path is correct with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"I am confused because the instructions conflict with each other and I cannot tell which path is correct at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"I am confused because the instructions conflict with each other and I cannot tell which path is correct after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"I am confused because the instructions conflict with each other and I cannot tell which path is correct during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"I am confused because the instructions conflict with each other and I cannot tell which path is correct this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"This explanation is unclear to me, and the more I read it, the more lost I feel about the process today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"This explanation is unclear to me, and the more I read it, the more lost I feel about the process this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"This explanation is unclear to me, and the more I read it, the more lost I feel about the process during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"This explanation is unclear to me, and the more I read it, the more lost I feel about the process at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"This explanation is unclear to me, and the more I read it, the more lost I feel about the process at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"This explanation is unclear to me, and the more I read it, the more lost I feel about the process with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"This explanation is unclear to me, and the more I read it, the more lost I feel about the process at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"This explanation is unclear to me, and the more I read it, the more lost I feel about the process after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"This explanation is unclear to me, and the more I read it, the more lost I feel about the process during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"This explanation is unclear to me, and the more I read it, the more lost I feel about the process this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Confusion"
"I am curious to understand why this pattern keeps appearing and what mechanism causes this behavior today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I am curious to understand why this pattern keeps appearing and what mechanism causes this behavior this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I am curious to understand why this pattern keeps appearing and what mechanism causes this behavior during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I am curious to understand why this pattern keeps appearing and what mechanism causes this behavior at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I am curious to understand why this pattern keeps appearing and what mechanism causes this behavior at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I am curious to understand why this pattern keeps appearing and what mechanism causes this behavior with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I am curious to understand why this pattern keeps appearing and what mechanism causes this behavior at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I am curious to understand why this pattern keeps appearing and what mechanism causes this behavior after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I am curious to understand why this pattern keeps appearing and what mechanism causes this behavior during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I am curious to understand why this pattern keeps appearing and what mechanism causes this behavior this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I want to explore this deeply and learn how each component contributes to the final outcome today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I want to explore this deeply and learn how each component contributes to the final outcome this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I want to explore this deeply and learn how each component contributes to the final outcome during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I want to explore this deeply and learn how each component contributes to the final outcome at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I want to explore this deeply and learn how each component contributes to the final outcome at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I want to explore this deeply and learn how each component contributes to the final outcome with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I want to explore this deeply and learn how each component contributes to the final outcome at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I want to explore this deeply and learn how each component contributes to the final outcome after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I want to explore this deeply and learn how each component contributes to the final outcome during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I want to explore this deeply and learn how each component contributes to the final outcome this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Curiosity"
"I strongly want this opportunity because it aligns with my goals and I have prepared for it for months today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I strongly want this opportunity because it aligns with my goals and I have prepared for it for months this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I strongly want this opportunity because it aligns with my goals and I have prepared for it for months during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I strongly want this opportunity because it aligns with my goals and I have prepared for it for months at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I strongly want this opportunity because it aligns with my goals and I have prepared for it for months at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
